Author,Rating,Review_Title,Review
JS123,2,"It was faulty, had to contact Amazon","Amazon replaced it as it had gray stripes and no picture on the screen. That one works so overall the Fire was a good purchase. Recommend a memory card, it does not hold much."
TOTO,5,EXCELLENT FOR MY CLASS,MY STUDENTS ENJOY USING THIS PRODUCT FOR LEARNING .
DeeEss,4,Great value for quality tablet,"This tablet is a great value. Tablets in this price range usually end up failing quickly, but this tablet has held up perfectly for almost a year now. The 8GB is somewhat small, but adding an SD card has helped with storage. The lack of Google Play is a nuisance as the app selection is more limited, but by adding Aptoide, I was able to access many of the apps that are available in the Play store, but not Amazon."
Adub,5,Gift for mom,Purchased on Black Friday Deal. 71 yr. old mom loves it and uses daily for reading.
JWM17,5,Great purchase,Great purchase for the money! I really just use it for Facebook and games.
Redguy,4,Basic Awesome,"It is what it is. Awesome and basic! If you use Amazon and you need a small tablet, then walaaa!"
Renee,3,Good value,"Bought this for a friend. It does the job (basic web and book reading) and at an affordable price. Nothing too fancy, but no problems."
ApLink,4,Best deal for kids,"I like the tablet for basic use, but definitely enough for any kid"
ssbu,4,good for kids,Easy to use and lots of fun and very lite weight ..
Yogi,5,Perfect for my kids,Really inexpensive and does everything I need it to for my boys!
Zabe,5,Daughter loved it,"My daughter was 27 and had never owned a tablet, she loved it!She uses it constantly"
Sherry,5,Good,"Great tablet, for kids and adults. Love it, it's my backup for paying bills etc."
Nina416,5,Love,Got my amazon fire table and love it. It's really easy to use .battery last long
Tironella,5,Great gift!,"Perfect gift for my mom who loves to read. When the weather is bad, she can download books from the library without leaving the house!"
TJK2,4,Kids love them!,Each of my boys have their own Kindle Fire. They love them! They're easy to use and the micro SD card slot allows you to upgrade the space to add more movies and games. They're especially nice when the wife and I want to enjoy dinner out!
MF12,5,Christmas!,Purchased two of these as gifts for Christmas. No complaints.
Curt,5,Fire 7 tablet,My mothers kindle paper finally died so I bought her this. She loves it because she can do so much more than just read books on it. Great product.
ELL75092,4,Simple Tablet,Simple and easy to operate. Upgrade from another kindle.
Jay2017,5,Great,Great for kids. I love that i can monitor my kids.
Tc04,4,Best kid tablet,"You can convert this to a kid kindle, very durable. Quality is great for the price"
brumijb,4,Great little tablet,This tablet was purchased for my niece. It is at a great price point to do what we need...movies and games!
Glkw,4,Good Tablet,"Friendly user systen, easy to setup, good size to put in a bag"
Jason,5,Really good,Good products I would advise every one to get one it work great and easy to install
Cord,5,Kindle fire,Overall - good quality for the cost. Ease of use; functionality is beneficial and allows for great entertainment.
Bebe,5,Great tablet,Nice tablet and at a outstanding price. Still going strong..
Clowny92,5,For new beginners,The best gift for someone and you could download a lot of games
Cewagg,5,I love it!,I previously owned the larger hd fire 8.9 kindle and loved it. I wanted a smaller tablet to fit in my purse so this was perfect. I love the color. It holds a ton of books and you can add a sd card for extra space.
LLH4,5,This is a great product!,"I have one that I love so that I purchased this to give as a gift, and the recipient loves it too!"
Cat0Star4,5,Great kindle fire!,It was a great kindle fire! It functions well as a reading device and a tablet. Plays good audio books.
Tubby,5,Great tablet!,"I purchased this tablet for my nephew, and he loves it! It works great, and has everything he needs for not only reading but school work and entertainment!"
Wonder19,5,Awesome tablet,I purchased this tablet fire 7 for my daughter and she really loved it.
Tricks87gr,5,Great buy,Got this for 40 bucks my daughter loves it .finally I get my phone back
Reviewer,5,Birthday gift,Great birthday gift for a 9 year old. He has enjoyed this so much.
dcplayer8,5,good intro tablet,bought for my 4 year old daughter. plenty of apps and battery life is solid.
Nano1,5,Great tablet for the price,"Great tablet for the price. If you're looking for a cheap and easy to use tablet, this is the one."
MrsBoom,5,Great Tablet,I got a really good deal on the tablets. My kids love their tablets.
walham,5,very good amazon fire. I prefer it to the 6 inch o,"I really do not understand why Amazon has moved to the 6 inch format. The 7 inch format was much better and the screen size fir most aps better. Although I have relatively small hands, this one fits into my hand much better than the smaller 6 inch. A great tablet."
Bestgifter,5,Great tablet,Great tablet for kids! Easy to monitor kids activity and set parental controls.
Jws0,5,Very nice,Bought 2 for our grand kids Great price and very good graphics
Nikki,5,So excited about camera,Great for reading books onlineI would recommend to friends
Momof5,5,"Great product, great price!","Love this tablet, have bought several for gifts because I love mine so much!"
mytyler1,5,Very nice product,This is a very nice tablet for a first time tablet owner. Reasonable price and able to expand memory with micro sd card
Claud,5,Great buy!,The Amazon Fire is a great device and for a great price! This new device now has a camera where as our older version did not!
